346,NORRIS,89796,0.7988,0.1441,0.0052,0.0094,0.0204,0.022
347,JENNINGS,89700,0.7087,0.2306,0.007,0.0066,0.0225,0.0245
348,WATTS,89649,0.6862,0.2552,0.0048,0.0077,0.0235,0.0226
349,DURAN,89401,0.0993,0.0054,0.0123,0.0078,0.0041,0.8711
350,WALTERS,89376,0.8292,0.1129,0.0065,0.0082,0.0169,0.0263
351,COHEN,89091,0.8889,0.0597,0.0066,0.0011,0.0108,0.0329
352,MCDANIEL,88728,0.7618,0.1835,0.0043,0.0064,0.0205,0.0235
353,MORAN,88615,0.6414,0.0243,0.007,0.0079,0.0113,0.3081
354,PARKS,88586,0.6939,0.2491,0.0059,0.0067,0.0238,0.0206
355,STEELE,88230,0.7825,0.156,0.0053,0.0115,0.0202,0.0243
356,VAUGHN,88060,0.7152,0.2267,0.0044,0.0075,0.0234,0.0227
357,BECKER,87859,0.9489,0.0052,0.0066,0.0034,0.0126,0.0233
358,HOLT,87531,0.7938,0.1485,0.0057,0.0087,0.0224,0.021
359,DELEON,87414,0.0664,0.0104,0.0831,0.0021,0.0074,0.8306
360,BARKER,87162,0.8648,0.0783,0.0068,0.0065,0.0192,0.0244
361,TERRY,87000,0.6628,0.2734,0.0056,0.007,0.0244,0.0268
362,HALE,86618,0.8223,0.1141,0.0054,0.0119,0.0221,0.0242
363,LEON,86363,0.0999,0.0295,0.0104,0.0037,0.0044,0.8521
364,HAIL,86240,0.7314,0.216,0.0037,0.0053,0.0209,0.0227
365,BENSON,86081,0.7785,0.1624,0.0079,0.0077,0.0195,0.0241
366,HAYNES,85974,0.6108,0.3319,0.0042,0.0058,0.0225,0.0247
367,HORTON,85195,0.6999,0.243,0.0052,0.0069,0.0227,0.0223
368,MILES,84942,0.6133,0.3235,0.0049,0.0078,0.0261,0.0244
369,LYONS,84516,0.7488,0.1917,0.005,0.0101,0.021,0.0234
370,PHAM,84320,0.009,0.002,0.9633,0.0003,0.0181,0.0072
371,GRAVES,84179,0.6964,0.2419,0.0048,0.0071,0.0238,0.026
372,BUSH,84018,0.7173,0.2244,0.0057,0.0082,0.0215,0.0229
373,THORNTON,83967,0.6742,0.2708,0.0046,0.0062,0.0234,0.0206
374,WOLFE,83928,0.9077,0.036,0.0052,0.0137,0.0166,0.0209
375,WARNER,83781,0.8422,0.1024,0.0065,0.0061,0.0187,0.0241
376,CABRERA,83621,0.0447,0.0041,0.0352,0.0012,0.0045,0.9102
377,MCKINNEY,83616,0.6884,0.2518,0.004,0.0088,0.0237,0.0234
378,MANN,83510,0.8039,0.099,0.0361,0.0132,0.0212,0.0266
379,ZIMMERMAN,83265,0.9384,0.0232,0.0052,0.003,0.0118,0.0185
380,DAWSON,83182,0.683,0.2588,0.0064,0.0057,0.0229,0.0233
381,LARA,83067,0.0567,0.0037,0.0114,0.003,0.0024,0.9228
382,FLETCHER,83063,0.7286,0.2092,0.0058,0.0074,0.023,0.026
383,PAGE,82992,0.7512,0.1893,0.0066,0.0065,0.0202,0.0262
384,MCCARTHY,82950,0.9229,0.0325,0.0068,0.0027,0.0127,0.0224
385,LOVE,82873,0.5649,0.3703,0.0054,0.0051,0.029,0.0253
386,ROBLES,82458,0.0507,0.0043,0.0205,0.0036,0.003,0.9178
387,CERVANTES,82161,0.0331,0.0016,0.0091,0.0018,0.0014,0.9531
388,SOLIS,82146,0.0514,0.004,0.0161,0.0018,0.0024,0.9243
389,ERICKSON,82085,0.9505,0.0037,0.0065,0.0057,0.0144,0.0192
390,REEVES,81978,0.7731,0.1652,0.0057,0.0077,0.0212,0.0271
391,CHANG,81939,0.0237,0.0087,0.8884,0.0003,0.0418,0.0371
392,KLEIN,81471,0.9541,0.0032,0.006,0.0023,0.0113,0.023
393,SALINAS,81156,0.0555,0.0025,0.009,0.0019,0.0023,0.9288
394,FUENTES,81006,0.0456,0.0041,0.0131,0.0019,0.0029,0.9324
395,BALDWIN,80742,0.7687,0.1725,0.0052,0.0093,0.0199,0.0243
396,DANIEL,80526,0.6284,0.2556,0.0316,0.0069,0.0215,0.0559
397,SIMON,80460,0.6509,0.2251,0.0275,0.0067,0.0193,0.0706
398,VELASQUEZ,80364,0.0475,0.0066,0.0171,0.0043,0.0024,0.9222
399,HARDY,80252,0.6147,0.3234,0.005,0.012,0.0227,0.0222
400,HIGGINS,79803,0.8391,0.1077,0.0056,0.0056,0.019,0.023
401,AGUIRRE,79517,0.051,0.0025,0.0125,0.002,0.0025,0.9294
402,LIN,79508,0.017,0.0018,0.9585,0.0002,0.0177,0.0047
403,CUMMINGS,79316,0.7252,0.1966,0.0072,0.0233,0.0232,0.0245
404,CHANDLER,79186,0.7449,0.1963,0.006,0.0068,0.022,0.024
405,SHARP,78990,0.8357,0.1056,0.0059,0.0102,0.0194,0.0233
406,BARBER,78848,0.7548,0.1838,0.0064,0.0102,0.0208,0.0239
407,BOWEN,78822,0.8208,0.1196,0.0055,0.0068,0.0201,0.0271
408,OCHOA,78677,0.0453,0.0029,0.0054,0.0036,0.0018,0.9409
409,DENNIS,78482,0.656,0.2784,0.006,0.0079,0.0229,0.0288
410,ROBBINS,78381,0.8757,0.0724,0.0049,0.0091,0.0172,0.0206
411,LIU,78370,0.0179,0.0017,0.9562,0.0002,0.0186,0.0054
412,RAMSEY,78350,0.7784,0.1651,0.0046,0.007,0.0202,0.0246
413,FRANCIS,78327,0.5948,0.303,0.02,0.0207,0.0237,0.0378
414,GRIFFITH,78260,0.8393,0.104,0.0055,0.0067,0.0188,0.0256
415,PAUL,78256,0.6699,0.2013,0.0625,0.0205,0.0192,0.0267
416,BLAIR,78026,0.794,0.1467,0.0055,0.0067,0.0218,0.0253
417,OCONNOR,77923,0.9281,0.0212,0.0075,0.0033,0.0137,0.0261
418,CARDENAS,77652,0.0459,0.0028,0.0102,0.002,0.0021,0.937
419,PACHECO,77642,0.1532,0.0057,0.0116,0.0072,0.0081,0.8143
420,CROSS,77557,0.7547,0.1828,0.0057,0.0091,0.0225,0.0252
421,CALDERON,77085,0.0495,0.0056,0.0153,0.0016,0.0025,0.9255
422,QUINN,76986,0.8623,0.0834,0.0069,0.0047,0.0163,0.0264
423,MOSS,76908,0.6973,0.2471,0.0048,0.0068,0.0212,0.0228
424,SWANSON,76897,0.9041,0.048,0.007,0.0046,0.0153,0.021
425,CHAN,76664,0.0275,0.0075,0.8932,0.0005,0.0254,0.0458
426,RIVAS,76205,0.0488,0.0059,0.0041,0.0028,0.0017,0.9367
427,KHAN,76171,0.0689,0.0386,0.8125,0.0054,0.0527,0.022
428,RODGERS,76095,0.7015,0.2384,0.0046,0.0064,0.0222,0.0269
429,SERRANO,75996,0.0562,0.007,0.029,0.0013,0.0031,0.9034
430,FITZGERALD,75356,0.8632,0.0882,0.0067,0.0031,0.0165,0.0222
431,ROSALES,75185,0.0363,0.003,0.0239,0.0021,0.0026,0.9321
432,STEVENSON,75169,0.6344,0.3019,0.0063,0.0054,0.025,0.027
433,CHRISTENSEN,75143,0.9442,0.0036,0.0073,0.006,0.0151,0.0238
434,MANNING,74949,0.739,0.2034,0.0056,0.0081,0.0203,0.0236
435,GILL,74948,0.6523,0.1396,0.1343,0.0059,0.0206,0.0474
436,CURRY,74919,0.5918,0.3493,0.0049,0.0047,0.0241,0.0252
437,MCLAUGHLIN,74816,0.8799,0.0708,0.0058,0.0053,0.0144,0.0238
438,HARMON,74737,0.7726,0.1702,0.0053,0.0073,0.0212,0.0234
439,MCGEE,74542,0.6225,0.3153,0.0045,0.0073,0.0272,0.0232
440,GROSS,74503,0.8487,0.1034,0.0052,0.0034,0.0148,0.0245
441,DOYLE,74458,0.8912,0.0566,0.0066,0.0049,0.0168,0.0239
442,GARNER,74324,0.7171,0.2282,0.0048,0.0054,0.0211,0.0234
443,NEWTON,74092,0.7566,0.1842,0.0062,0.0068,0.0205,0.0256
444,BURGESS,73931,0.7535,0.1867,0.0063,0.0095,0.0221,0.0217
445,REESE,73919,0.6605,0.2824,0.0044,0.0058,0.0207,0.0262
446,WALTON,73854,0.6037,0.342,0.004,0.0051,0.0239,0.0213
447,BLAKE,73797,0.7121,0.2258,0.0056,0.0084,0.0214,0.0268
448,TRUJILLO,73664,0.0839,0.0021,0.0029,0.0163,0.0035,0.8914
449,ADKINS,73599,0.872,0.0802,0.0038,0.0084,0.0183,0.0172
450,BRADY,73145,0.8728,0.0689,0.0056,0.0096,0.0165,0.0266
451,GOODMAN,73136,0.7833,0.1583,0.0057,0.01,0.0184,0.0243
452,ROMAN,72918,0.2079,0.0186,0.0097,0.002,0.0051,0.7567
453,WEBSTER,72625,0.735,0.1975,0.0062,0.0138,0.0225,0.0251
454,GOODWIN,72451,0.7704,0.1722,0.005,0.0086,0.0208,0.023
455,FISCHER,72357,0.9434,0.0087,0.0061,0.004,0.0122,0.0256
456,HUANG,72328,0.009,0.0011,0.9714,0.0002,0.0142,0.004
457,POTTER,72175,0.8907,0.0513,0.0056,0.0078,0.0196,0.025
458,DELACRUZ,72109,0.0386,0.004,0.1677,0.0019,0.0154,0.7724
459,MONTOYA,71844,0.0865,0.0026,0.0087,0.014,0.0038,0.8844
460,TODD,71759,0.8077,0.1358,0.0051,0.0068,0.0211,0.0234
461,WU,71721,0.0137,0.0018,0.9637,0.0002,0.0159,0.0048
462,HINES,71717,0.5772,0.3673,0.0049,0.0049,0.0231,0.0225
463,MULLINS,71646,0.8875,0.0686,0.0036,0.0052,0.0178,0.0174
464,CASTANEDA,71368,0.0411,0.0022,0.0179,0.002,0.0025,0.9342
465,MALONE,71286,0.6731,0.2677,0.0056,0.0071,0.0219,0.0246
466,CANNON,71085,0.6978,0.245,0.005,0.0054,0.0226,0.0242
467,TATE,71058,0.5559,0.3834,0.0061,0.0084,0.025,0.0212
468,MACK,71056,0.4476,0.4906,0.007,0.0053,0.0259,0.0237
469,SHERMAN,70502,0.8274,0.1157,0.0063,0.0098,0.0175,0.0233
470,HUBBARD,70362,0.7105,0.2315,0.0045,0.009,0.023,0.0215
471,HODGES,70223,0.7341,0.209,0.0048,0.0056,0.0208,0.0257
472,ZHANG,70125,0.0099,0.0016,0.9806,0.0002,0.0062,0.0015
473,GUERRA,70071,0.1126,0.008,0.0058,0.005,0.0028,0.8659
474,WOLF,70031,0.9367,0.0107,0.0061,0.0105,0.0146,0.0216
475,VALENCIA,70000,0.0532,0.005,0.0328,0.0121,0.0046,0.8923
476,SAUNDERS,69943,0.6739,0.2612,0.0057,0.0072,0.0257,0.0262
476,FRANCO,69943,0.1582,0.0063,0.0174,0.0032,0.005,0.81
478,ROWE,69879,0.7926,0.1506,0.0064,0.0057,0.02,0.0247
479,GALLAGHER,69834,0.9462,0.0069,0.0064,0.003,0.0126,0.025
480,FARMER,69617,0.7716,0.1745,0.0047,0.0105,0.0182,0.0207
481,HAMMOND,69515,0.7823,0.1609,0.0064,0.0069,0.0216,0.0219
482,HAMPTON,69472,0.537,0.403,0.004,0.0072,0.0267,0.0221
483,TOWNSEND,69360,0.677,0.2642,0.0047,0.0079,0.0225,0.0238
484,INGRAM,69345,0.6145,0.3298,0.0036,0.0054,0.0225,0.0242
485,WISE,68649,0.7863,0.1555,0.0058,0.0071,0.0214,0.0238
486,GALLEGOS,68373,0.0766,0.0019,0.0047,0.0049,0.0029,0.9089
487,CLARKE,68281,0.6102,0.321,0.0063,0.0038,0.0232,0.0356
488,BARTON,68233,0.8511,0.0796,0.0059,0.0131,0.0191,0.0312
489,SCHROEDER,67977,0.9536,0.0032,0.0059,0.0049,0.0113,0.0211
490,MAXWELL,67961,0.7322,0.2063,0.0061,0.0064,0.0216,0.0274
491,WATERS,67929,0.7339,0.2068,0.0056,0.0085,0.0213,0.0239
492,LOGAN,67909,0.648,0.273,0.0071,0.0108,0.0289,0.0321
493,CAMACHO,67893,0.0609,0.0057,0.029,0.0016,0.0071,0.8956
494,STRICKLAND,67769,0.7623,0.1716,0.0046,0.0215,0.0204,0.0197
495,NORMAN,67704,0.6897,0.2507,0.0063,0.0063,0.0225,0.0244
496,PERSON,67411,0.4558,0.3451,0.0414,0.0112,0.0178,0.1288
497,COLON,67338,0.0758,0.0189,0.0031,0.0014,0.0033,0.8975
498,PARSONS,67310,0.9109,0.036,0.006,0.0067,0.0175,0.0227
499,FRANK,67304,0.8454,0.0796,0.0099,0.0223,0.016,0.0268
500,HARRINGTON,66959,0.8201,0.1238,0.0072,0.0064,0.0184,0.0241
501,GLOVER,66858,0.5258,0.4173,0.0051,0.0048,0.0245,0.0224
502,OSBORNE,66827,0.8228,0.1239,0.005,0.0065,0.0197,0.0222
503,BUCHANAN,66648,0.774,0.17,0.0059,0.0057,0.0201,0.0243
504,CASEY,66556,0.8689,0.0747,0.0066,0.007,0.0188,0.0241
505,FLOYD,66454,0.6541,0.2921,0.0041,0.0068,0.023,0.02
506,PATTON,66293,0.7305,0.209,0.0049,0.0088,0.0225,0.0244
507,IBARRA,66063,0.0295,0.0015,0.0124,0.0012,0.0023,0.9532
508,BALL,66059,0.8232,0.12,0.0096,0.0058,0.0178,0.0235
509,TYLER,66056,0.6196,0.3099,0.0054,0.0135,0.027,0.0246
510,SUAREZ,66013,0.0679,0.0057,0.0211,0.0014,0.0027,0.9012
511,BOWERS,66003,0.834,0.1153,0.0047,0.006,0.0173,0.0227
512,OROZCO,65904,0.034,0.0017,0.0039,0.0015,0.0012,0.9576
513,SALAS,65468,0.0646,0.0038,0.0205,0.0031,0.0058,0.9022
514,COBB,65125,0.6998,0.2479,0.0044,0.0064,0.0213,0.0202
515,GIBBS,65064,0.6585,0.2829,0.0049,0.0069,0.0225,0.0242
516,ANDRADE,65037,0.1543,0.0324,0.0162,0.0026,0.0126,0.7819
517,BAUER,65004,0.951,0.0039,0.0059,0.0038,0.0117,0.0238
518,CONNER,64572,0.7857,0.1617,0.0047,0.0057,0.0202,0.022
519,MOODY,64429,0.7127,0.2286,0.0044,0.0076,0.0195,0.0271
520,ESCOBAR,64403,0.0517,0.0041,0.0155,0.0018,0.0026,0.9244
521,MCGUIRE,64327,0.88,0.0633,0.0065,0.0056,0.0186,0.0261
522,LLOYD,64202,0.7259,0.2211,0.0055,0.0044,0.0203,0.0229
523,MUELLER,64191,0.9566,0.0031,0.0064,0.0024,0.0114,0.0202
524,HARTMAN,64106,0.9386,0.0162,0.0065,0.0045,0.0129,0.0213
525,FRENCH,63991,0.8575,0.081,0.0066,0.0111,0.0192,0.0245
526,KRAMER,63936,0.9535,0.0034,0.0061,0.0025,0.0124,0.0221
527,MCBRIDE,63899,0.7428,0.1988,0.0044,0.008,0.0202,0.0257
528,POPE,63881,0.7083,0.2377,0.0047,0.0061,0.0213,0.0219
529,LINDSEY,63760,0.6778,0.2572,0.0079,0.0068,0.0273,0.0231
530,VELAZQUEZ,63736,0.0326,0.0044,0.0012,0.0012,0.0011,0.9595
531,NORTON,63722,0.8784,0.0655,0.0055,0.0119,0.0175,0.0212
532,MCCORMICK,63649,0.8733,0.0759,0.0057,0.0042,0.0161,0.0248
533,SPARKS,63440,0.8422,0.1043,0.0042,0.0074,0.0199,0.0221
534,FLYNN,63400,0.9191,0.0307,0.0066,0.006,0.015,0.0226
535,YATES,63254,0.8058,0.1407,0.0049,0.0054,0.0207,0.0225
536,HOGAN,63085,0.8012,0.1444,0.0053,0.0061,0.0184,0.0246
537,MARSH,62304,0.8274,0.1204,0.0054,0.0057,0.019,0.0222
538,MACIAS,62227,0.0492,0.0017,0.004,0.0021,0.0016,0.9414
539,VILLANUEVA,61883,0.0425,0.0043,0.1229,0.0026,0.0101,0.8177
540,ZAMORA,61729,0.0538,0.0031,0.0252,0.0026,0.0033,0.9121
541,PRATT,61671,0.7804,0.1569,0.0062,0.01,0.0202,0.0263
542,STOKES,61639,0.5827,0.36,0.0036,0.0045,0.0239,0.0252
543,OWEN,61630,0.9178,0.0237,0.0073,0.0087,0.0171,0.0254
544,BALLARD,61625,0.7526,0.1917,0.0042,0.0082,0.0209,0.0223
545,LANG,61529,0.8136,0.1038,0.0331,0.0059,0.0184,0.0252
546,BROCK,61369,0.8303,0.1174,0.0046,0.0076,0.0198,0.0202
547,VILLARREAL,61355,0.0645,0.0023,0.0019,0.0015,0.0013,0.9285
548,CHARLES,61211,0.3369,0.5296,0.0101,0.0207,0.0237,0.079
549,DRAKE,61162,0.7955,0.1492,0.0052,0.0062,0.0204,0.0234
550,BARRERA,60998,0.0501,0.0027,0.0114,0.002,0.0021,0.9318
551,CAIN,60948,0.7721,0.17,0.0075,0.006,0.0211,0.0233
552,PATRICK,60845,0.7373,0.2035,0.0073,0.0103,0.0201,0.0215
553,PINEDA,60820,0.0329,0.0032,0.0528,0.0012,0.0032,0.9067
554,BURNETT,60791,0.6991,0.2406,0.0041,0.0074,0.0252,0.0236
555,MERCADO,60761,0.0524,0.0058,0.0685,0.0014,0.0063,0.8655
556,SANTANA,60667,0.0613,0.0131,0.0054,0.0011,0.0033,0.9159
557,SHEPHERD,60479,0.7864,0.1594,0.0054,0.0089,0.0195,0.0204
558,BAUTISTA,60264,0.0316,0.0027,0.1823,0.0028,0.0127,0.768
559,ALI,60002,0.1733,0.3071,0.4291,0.0051,0.0566,0.0287
560,SHAFFER,59943,0.9308,0.0254,0.0055,0.004,0.015,0.0192
561,LAMB,59913,0.861,0.0862,0.007,0.0054,0.0173,0.0229
562,TREVINO,59882,0.0783,0.0029,0.002,0.004,0.0022,0.9106
563,MCKENZIE,59595,0.6464,0.2863,0.0069,0.0074,0.0228,0.0303
564,HESS,59486,0.9463,0.0093,0.0055,0.0053,0.0138,0.0198
565,BEIL,59463,0.621,0.3208,0.0034,0.0087,0.0229,0.0233
566,OLSEN,59356,0.9369,0.0034,0.0077,0.0076,0.0179,0.0265
567,COCHRAN,59350,0.8529,0.0905,0.005,0.0124,0.0167,0.0224
568,MORTON,59213,0.74,0.1974,0.0066,0.0086,0.0229,0.0245
569,NASH,58714,0.6934,0.2462,0.0053,0.008,0.0243,0.0229
570,WILKINS,58634,0.6309,0.3056,0.0043,0.0089,0.0236,0.0266
571,PETERSEN,58480,0.9342,0.0133,0.0076,0.0044,0.0155,0.0251
572,BRIGGS,58408,0.7592,0.1856,0.0051,0.0067,0.021,0.0224
573,SHAH,58287,0.0359,0.0094,0.9174,0.0034,0.027,0.007
574,ROTH,58278,0.9486,0.005,0.009,0.0029,0.0119,0.0227
575,NICHOLSON,58151,0.7425,0.1989,0.0054,0.0062,0.0215,0.0254
576,HOLLOWAY,58040,0.5827,0.3607,0.004,0.0061,0.0253,0.0212
577,LOZANO,57779,0.0596,0.0029,0.0155,0.002,0.0026,0.9173
578,RANGEL,57549,0.0601,0.0029,0.0028,0.0022,0.0018,0.9302
578,FLOWERS,57549,0.5312,0.4028,0.004,0.0063,0.028,0.0277
580,HOOVER,57497,0.9203,0.0337,0.0059,0.0064,0.015,0.0187
581,SHORT,57477,0.8412,0.1024,0.0059,0.0086,0.0201,0.0218
581,ARIAS,57477,0.0512,0.004,0.0106,0.0014,0.0021,0.9307
583,MORA,57464,0.0738,0.0045,0.0107,0.0026,0.0026,0.9059
584,VALENZUELA,57383,0.0495,0.0021,0.024,0.0167,0.004,0.9036
585,BRYAN,57143,0.8133,0.1179,0.0064,0.0063,0.0177,0.0383
586,MEYERS,57127,0.8978,0.0464,0.0076,0.0062,0.0182,0.0238
587,WEISS,57112,0.9558,0.0038,0.0065,0.002,0.0095,0.0224
588,UNDERWOOD,57064,0.792,0.1503,0.0048,0.0109,0.0203,0.0217
589,BASS,57044,0.6918,0.2453,0.0049,0.0077,0.0231,0.0272
590,GREER,57043,0.733,0.2133,0.0049,0.0045,0.0207,0.0236
591,SUMMERS,56953,0.7893,0.148,0.0054,0.011,0.0229,0.0234
592,HOUSTON,56900,0.5207,0.4149,0.005,0.0063,0.0281,0.0251
593,CARSON,56872,0.7225,0.2167,0.0061,0.0078,0.0228,0.0241
594,MORROW,56840,0.7985,0.1472,0.0052,0.0072,0.0204,0.0215
595,CLAYTON,56638,0.6914,0.2547,0.0045,0.0053,0.0223,0.0218
596,WHITAKER,56616,0.7071,0.2433,0.0046,0.0045,0.0202,0.0203
597,DECKER,56576,0.9396,0.009,0.0051,0.0058,0.0161,0.0245
598,YODER,56410,0.9777,0.0019,0.0023,0.0015,0.0073,0.0093
599,COLLIER,56380,0.6697,0.2739,0.0047,0.006,0.0241,0.0215
600,ZUNIGA,56347,0.0445,0.0048,0.0075,0.0023,0.0016,0.9392
601,CAREY,56322,0.809,0.1352,0.006,0.0067,0.0205,0.0225
602,WILCOX,56286,0.8389,0.1042,0.0056,0.0078,0.0187,0.0248
603,MELENDEZ,56230,0.0496,0.0099,0.0048,0.0022,0.0026,0.9308
604,POOLE,56226,0.7256,0.2271,0.0048,0.0042,0.0197,0.0185
605,ROBERSON,56180,0.5134,0.4278,0.0038,0.0052,0.0274,0.0223
606,LARSEN,55960,0.9416,0.0051,0.0075,0.007,0.015,0.0237
607,CONLEY,55917,0.7978,0.1539,0.0042,0.0055,0.0202,0.0185
608,DAVENPORT,55895,0.7176,0.2232,0.0049,0.0069,0.0238,0.0236
609,COPELAND,55850,0.6585,0.2828,0.0046,0.0071,0.0239,0.0231
610,MASSEY,55595,0.7318,0.2042,0.0106,0.0107,0.0196,0.0232
611,LAM,55554,0.0684,0.0057,0.8799,0.0005,0.0199,0.0256
612,HUFF,55484,0.8137,0.1341,0.0052,0.007,0.0188,0.0211
613,ROCHA,55251,0.1645,0.0083,0.008,0.0034,0.0049,0.8108
614,CAMERON,55240,0.7552,0.1786,0.0066,0.0073,0.0209,0.0314
615,JEFFERSON,55179,0.1745,0.7424,0.004,0.019,0.0354,0.0247
616,HOOD,55174,0.7407,0.2016,0.0052,0.01,0.0207,0.0218
617,MONROE,55136,0.6288,0.2927,0.005,0.0153,0.0253,0.0328
618,ANTHONY,55114,0.5982,0.3193,0.0153,0.0062,0.0229,0.0382
619,PITTMAN,55021,0.6355,0.3131,0.0036,0.0065,0.0214,0.0199
620,HUYNH,54996,0.0082,0.0009,0.9668,0.0002,0.0172,0.0067
621,RANDALL,54764,0.7465,0.1907,0.0064,0.0116,0.0217,0.023
622,SINGLETON,54621,0.4591,0.4862,0.0038,0.0041,0.0248,0.022
623,KIRK,54394,0.8237,0.1056,0.0129,0.0138,0.0206,0.0234
624,COMBS,54257,0.8608,0.0913,0.0045,0.0057,0.0186,0.0191
625,MATHIS,54217,0.6194,0.3265,0.0029,0.0059,0.022,0.0233
626,CHRISTIAN,54198,0.6641,0.2457,0.0233,0.0059,0.0249,0.0362
627,SKINNER,54046,0.7934,0.1503,0.0048,0.0066,0.0196,0.0253
628,BRADFORD,54015,0.6477,0.291,0.0051,0.0064,0.0248,0.025
629,RICHARD,53893,0.7035,0.2346,0.009,0.0057,0.0197,0.0275
630,GALVAN,53822,0.0606,0.0027,0.008,0.0038,0.0023,0.9226
631,WALL,53794,0.861,0.0821,0.0075,0.0081,0.0181,0.0231
632,BOONE,53792,0.6239,0.3101,0.0052,0.0138,0.0236,0.0235
633,KIRBY,53767,0.859,0.0916,0.005,0.0073,0.0178,0.0193
634,WILKINSON,53739,0.8816,0.0652,0.0063,0.0061,0.0174,0.0236
635,BRIDGES,53682,0.6771,0.2705,0.0046,0.0052,0.0216,0.021
636,BRUCE,53419,0.7735,0.1589,0.0074,0.0113,0.022,0.027
637,ATKINSON,53376,0.7931,0.1396,0.0055,0.0055,0.0173,0.039
638,VELEZ,53265,0.068,0.0092,0.0088,0.0007,0.003,0.9103
639,MEZA,53230,0.0373,0.0026,0.0018,0.0018,0.0011,0.9553
640,ROY,53159,0.752,0.0904,0.0969,0.0154,0.0196,0.0257
641,VINCENT,53095,0.7893,0.1395,0.014,0.0063,0.0197,0.0312
642,YORK,53059,0.8581,0.0804,0.009,0.01,0.0197,0.0228
643,HODGE,52920,0.6867,0.2492,0.0043,0.0065,0.0243,0.029
644,VILLA,52817,0.0808,0.0039,0.0206,0.0031,0.0042,0.8874
645,ABBOTT,52739,0.895,0.0489,0.0065,0.0066,0.0178,0.0253
646,ALLISON,52701,0.8072,0.131,0.0057,0.0134,0.0199,0.0228
647,TAPIA,52651,0.0485,0.0029,0.0071,0.004,0.0022,0.9354
648,GATES,52569,0.7504,0.1913,0.0062,0.0076,0.0206,0.0238
649,CHASE,52481,0.8184,0.1139,0.0072,0.0147,0.0207,0.025
650,SOSA,52457,0.051,0.0052,0.0072,0.0018,0.0016,0.9331
651,SWEENEY,52410,0.906,0.0476,0.0056,0.0039,0.013,0.0238
652,FARRELL,52321,0.8988,0.0478,0.0073,0.0054,0.0141,0.0265
653,WYATT,52211,0.7571,0.1863,0.0042,0.0067,0.0207,0.0249
654,DALTON,52184,0.8684,0.0771,0.0057,0.0067,0.0187,0.0232
655,HORN,52138,0.8515,0.0865,0.0098,0.0118,0.0182,0.0222
656,BARRON,52070,0.4637,0.0883,0.007,0.0039,0.0118,0.4252
657,PHELPS,52044,0.851,0.0968,0.0052,0.006,0.0182,0.0229
658,YU,52035,0.0146,0.0012,0.961,0.0002,0.0161,0.0069
659,DICKERSON,51889,0.6297,0.3157,0.0043,0.0042,0.0252,0.0209
660,HEATH,51877,0.803,0.1438,0.0051,0.0077,0.018,0.0224
661,FOLEY,51865,0.9205,0.0331,0.0073,0.003,0.0151,0.021
662,ATKINS,51671,0.6762,0.2667,0.005,0.0059,0.024,0.0221
663,MATHEWS,51592,0.7463,0.1536,0.0424,0.0073,0.0221,0.0283
664,BONILLA,51475,0.0448,0.007,0.0117,0.0017,0.0025,0.9323
665,ACEVEDO,51351,0.0511,0.006,0.0042,0.0016,0.0017,0.9354
666,BENITEZ,51288,0.0376,0.005,0.0159,0.0009,0.0019,0.9386
667,ZAVALA,51153,0.0329,0.002,0.0018,0.0009,0.0012,0.9613
668,HENSLEY,51081,0.9283,0.0188,0.0047,0.0098,0.0179,0.0206
669,GLENN,51043,0.6141,0.3278,0.0048,0.0063,0.0239,0.0232
670,CISNEROS,50920,0.0458,0.002,0.002,0.0012,0.0017,0.9473
671,HARRELL,50837,0.6608,0.2884,0.0035,0.0051,0.022,0.0201
672,SHIELDS,50832,0.7583,0.185,0.0064,0.0095,0.019,0.0218
673,RUBIO,50788,0.0535,0.0028,0.018,0.0027,0.0025,0.9204
674,HUFFMAN,50786,0.912,0.0431,0.0046,0.0047,0.0164,0.0191
674,CHOI,50786,0.0157,0.0031,0.9609,0.0001,0.0149,0.0054
676,BOYER,50742,0.8878,0.0545,0.0062,0.0061,0.0186,0.0268
677,GARRISON,50686,0.8309,0.1102,0.005,0.0083,0.0209,0.0248
678,ARROYO,50614,0.0462,0.0063,0.0106,0.0013,0.0024,0.9331
679,BOND,50610,0.7591,0.1788,0.0058,0.0085,0.0234,0.0243
680,KANE,50584,0.8908,0.0457,0.0167,0.0047,0.0177,0.0243
681,HANCOCK,50558,0.8733,0.0765,0.0048,0.0061,0.017,0.0223
682,CALLAHAN,50524,0.898,0.0528,0.006,0.0053,0.0155,0.0223
683,DILLON,50465,0.8436,0.097,0.0072,0.0098,0.0165,0.0258
684,CLINE,50258,0.9286,0.0215,0.0051,0.0087,0.0161,0.02
685,WIGGINS,50247,0.5467,0.3964,0.0033,0.0065,0.0237,0.0233
686,GRIMES,50245,0.7491,0.1949,0.0039,0.0058,0.0218,0.0245
687,ARELLANO,50104,0.0449,0.001,0.0261,0.0028,0.0039,0.9212
688,MELTON,50069,0.7976,0.142,0.0051,0.0106,0.0212,0.0234
689,ONEILL,50028,0.9267,0.0094,0.0077,0.0027,0.0136,0.0399
690,SAVAGE,49914,0.7484,0.1957,0.005,0.008,0.0207,0.0222
691,HO,49817,0.0242,0.002,0.9306,0.0003,0.0321,0.0108
692,BELTRAN,49776,0.0494,0.0038,0.0334,0.0016,0.0032,0.9085
