173,WAGNER,155795,0.9247,0.026,0.0058,0.0054,0.014,0.0241
174,BLACK,154738,0.7463,0.19,0.0053,0.0144,0.0208,0.0233
175,ROBERTSON,153666,0.7342,0.2061,0.0052,0.0089,0.0211,0.0246
176,BOYD,153469,0.6318,0.3077,0.0051,0.0102,0.0236,0.0216
177,ROSE,153397,0.8208,0.1161,0.0072,0.0064,0.0199,0.0296
178,STONE,153329,0.8595,0.0813,0.0065,0.0095,0.0193,0.0239
179,SALAZAR,152703,0.0562,0.0027,0.0169,0.0046,0.003,0.9165
180,FOX,152334,0.8808,0.0606,0.0056,0.0103,0.0184,0.0242
181,WARREN,152147,0.7008,0.2394,0.0055,0.0084,0.0226,0.0233
182,MILLS,151942,0.775,0.1677,0.0051,0.0082,0.0206,0.0233
183,MEYER,150895,0.9484,0.0052,0.0071,0.0029,0.0137,0.0228
184,RICE,149500,0.7763,0.1674,0.0057,0.0074,0.0199,0.0233
185,SCHMIDT,147034,0.9515,0.0037,0.0061,0.0034,0.0119,0.0234
186,GARZA,147005,0.0666,0.0024,0.0017,0.0028,0.0015,0.9249
187,DANIELS,146570,0.5467,0.3854,0.0051,0.0091,0.0268,0.027
188,FERGUSON,146426,0.7483,0.1919,0.006,0.0062,0.0223,0.0253
189,NICHOLS,145584,0.8242,0.1188,0.0052,0.0076,0.0199,0.0243
190,STEPHENS,144646,0.739,0.2031,0.0046,0.0067,0.0212,0.0254
191,SOTO,144451,0.0515,0.0048,0.0044,0.0026,0.0022,0.9345
192,WEAVER,143837,0.8441,0.0999,0.0052,0.0109,0.0187,0.0212
193,RYAN,143452,0.9165,0.0302,0.0089,0.0043,0.0146,0.0255
194,GARDNER,142894,0.7501,0.194,0.0056,0.007,0.0204,0.0229
195,PAYNE,142601,0.7155,0.2263,0.0045,0.0058,0.0237,0.0242
196,GRANT,142277,0.5536,0.3791,0.0052,0.0108,0.0235,0.0279
197,DUNN,141427,0.8008,0.1439,0.0075,0.0059,0.0194,0.0225
198,KELLEY,140693,0.8378,0.108,0.0055,0.0066,0.0203,0.0218
199,SPENCER,139951,0.6941,0.2322,0.0076,0.0147,0.0248,0.0267
200,HAWKINS,139751,0.6108,0.3275,0.0048,0.0069,0.025,0.025
201,ARNOLD,138893,0.8127,0.1334,0.0057,0.0055,0.0187,0.0241
202,PIERCE,138629,0.8098,0.1286,0.0053,0.0106,0.021,0.0247
203,VAZQUEZ,138322,0.0353,0.0035,0.0018,0.0006,0.0012,0.9575
204,HANSEN,137977,0.9422,0.0053,0.0074,0.0049,0.0147,0.0254
205,PETERS,137513,0.8286,0.1041,0.0098,0.0133,0.0186,0.0255
206,SANTOS,137232,0.2006,0.0231,0.1332,0.0027,0.0185,0.622
207,HART,137184,0.8054,0.1364,0.0056,0.0073,0.0201,0.0252
208,BRADLEY,136720,0.6912,0.2509,0.0044,0.0082,0.0219,0.0234
209,KNIGHT,136713,0.7231,0.2161,0.0052,0.009,0.0217,0.025
210,ELLIOTT,135765,0.8162,0.1296,0.0054,0.0066,0.02,0.0221
211,CUNNINGHAM,135718,0.7316,0.2118,0.0053,0.0048,0.0207,0.0258
212,DUNCAN,135187,0.7639,0.1733,0.0052,0.0099,0.0221,0.0255
213,ARMSTRONG,135044,0.7239,0.2101,0.0058,0.0093,0.0231,0.0279
214,HUDSON,134963,0.6688,0.2742,0.0046,0.0084,0.022,0.022
215,CARROLL,134317,0.8295,0.1148,0.0061,0.0067,0.0192,0.0236
216,LANE,134227,0.7714,0.1688,0.0061,0.0092,0.0212,0.0233
217,RILEY,133872,0.7279,0.2127,0.0051,0.0087,0.0208,0.0248
218,ANDREWS,133799,0.7178,0.2158,0.0078,0.0109,0.022,0.0257
219,ALVARADO,133501,0.0429,0.0033,0.0053,0.0023,0.002,0.9442
220,RAY,133171,0.7497,0.1754,0.0194,0.0093,0.0205,0.0256
221,DELGADO,132985,0.0557,0.0072,0.008,0.0019,0.0025,0.9247
222,BERRY,132812,0.7066,0.2311,0.0056,0.008,0.0234,0.0253
223,PERKINS,131440,0.6945,0.246,0.0053,0.0073,0.0233,0.0237
224,HOFFMAN,131401,0.9408,0.0126,0.0063,0.0056,0.0134,0.0212
225,JOHNSTON,131373,0.9162,0.0241,0.0068,0.0083,0.0184,0.0262
226,MATTHEWS,131303,0.6337,0.3067,0.0062,0.0058,0.0236,0.0239
227,PENA,130776,0.0534,0.0052,0.0109,0.0031,0.0024,0.925
228,RICHARDS,130529,0.7867,0.1486,0.0066,0.0104,0.0196,0.0281
229,CONTRERAS,130164,0.0419,0.0021,0.0055,0.0025,0.0016,0.9464
230,WILLIS,130152,0.6222,0.3107,0.0051,0.0133,0.0255,0.0231
231,CARPENTER,129898,0.8621,0.0849,0.0057,0.0068,0.0187,0.0218
232,LAWRENCE,129699,0.6887,0.2465,0.0074,0.0093,0.023,0.025
233,SANDOVAL,128948,0.0529,0.0021,0.0055,0.0177,0.0025,0.9193
234,GUERRERO,128677,0.0455,0.0033,0.022,0.0022,0.0043,0.9227
235,GEORGE,128625,0.6647,0.1846,0.0762,0.0224,0.0204,0.0316
236,CHAPMAN,127939,0.7951,0.1462,0.0057,0.0081,0.0203,0.0247
237,RIOS,127794,0.0499,0.0044,0.0043,0.0032,0.0022,0.9361
238,ESTRADA,127470,0.0458,0.0043,0.0166,0.002,0.0028,0.9286
239,ORTEGA,127256,0.0477,0.0029,0.0115,0.0043,0.0025,0.9311
240,WATKINS,127083,0.6203,0.3227,0.0042,0.0064,0.0256,0.0209
241,GREENE,126101,0.677,0.2654,0.0048,0.0073,0.0234,0.0221
242,NUNEZ,125350,0.0528,0.0067,0.0083,0.0026,0.0023,0.9272
243,WHEELER,125058,0.8096,0.1329,0.005,0.0093,0.0197,0.0235
244,VALDEZ,124995,0.0629,0.0048,0.0335,0.0065,0.0056,0.8866
245,HARPER,124461,0.679,0.2622,0.0049,0.0072,0.0236,0.0231
246,BURKE,122877,0.8593,0.0876,0.0068,0.0054,0.0168,0.0241
247,LARSON,122587,0.9479,0.0049,0.0074,0.0062,0.0141,0.0195
248,SANTIAGO,122212,0.0541,0.0131,0.045,0.0014,0.0058,0.8806
249,MALDONADO,121526,0.0497,0.005,0.004,0.0019,0.0023,0.9371
250,MORRISON,121130,0.7911,0.1482,0.0061,0.0098,0.0199,0.0249
251,FRANKLIN,120621,0.5438,0.3876,0.0054,0.0083,0.0278,0.027
252,CARLSON,120552,0.9483,0.0046,0.0077,0.0049,0.0138,0.0207
253,AUSTIN,119706,0.6747,0.2601,0.0061,0.008,0.0234,0.0278
254,DOMINGUEZ,119304,0.0504,0.0038,0.0103,0.0025,0.0021,0.9309
255,CARR,119076,0.7361,0.2082,0.0049,0.0059,0.0208,0.0241
256,LAWSON,119053,0.7384,0.2074,0.0043,0.0065,0.0215,0.022
257,JACOBS,118614,0.7428,0.1671,0.0059,0.0375,0.0216,0.0252
258,OBRIEN,118557,0.9385,0.0129,0.0076,0.0037,0.0142,0.0232
259,LYNCH,117708,0.823,0.1174,0.0059,0.0107,0.0178,0.0252
260,SINGH,116749,0.0429,0.0448,0.8277,0.0115,0.0481,0.025
261,VEGA,116673,0.0553,0.0056,0.0073,0.0022,0.0029,0.9268
262,BISHOP,116618,0.8444,0.1014,0.0061,0.0057,0.0186,0.0237
263,MONTGOMERY,115953,0.6786,0.2623,0.0059,0.0061,0.0237,0.0235
264,OLIVER,115900,0.6419,0.2745,0.0068,0.0074,0.0243,0.0452
265,JENSEN,115679,0.9397,0.0044,0.0073,0.0082,0.014,0.0264
266,HARVEY,115662,0.68,0.25,0.0052,0.0171,0.0225,0.0252
267,WILLIAMSON,114959,0.7717,0.1741,0.005,0.007,0.0194,0.0227
268,GILBERT,114940,0.778,0.1592,0.0057,0.0069,0.0204,0.0298
269,DEAN,114030,0.7661,0.1682,0.0106,0.0068,0.022,0.0263
270,SIMS,113374,0.5429,0.3989,0.0041,0.0055,0.0262,0.0224
271,ESPINOZA,112154,0.0403,0.0023,0.0038,0.0027,0.0017,0.9491
272,HOWELL,112041,0.7948,0.1508,0.0046,0.0072,0.018,0.0246
273,LI,111786,0.0149,0.0019,0.9678,0.0002,0.0089,0.0063
274,WONG,111371,0.0348,0.0079,0.8649,0.0004,0.052,0.04
275,REID,111360,0.5983,0.341,0.0061,0.0056,0.0228,0.0262
276,HANSON,111144,0.9211,0.0285,0.007,0.0067,0.0155,0.0211
277,LE,110967,0.0149,0.0023,0.9559,0.0003,0.0192,0.0075
278,MCCOY,110744,0.6688,0.2671,0.0046,0.0089,0.0243,0.0264
279,GARRETT,110697,0.6996,0.2445,0.0044,0.006,0.0234,0.022
280,BURTON,110529,0.6732,0.2706,0.0053,0.0051,0.0225,0.0234
281,FULLER,110116,0.7322,0.2106,0.006,0.0063,0.0216,0.0233
282,WANG,109883,0.0259,0.0029,0.9524,0.0002,0.015,0.0035
283,WEBER,109433,0.9429,0.0129,0.0063,0.0036,0.0125,0.0218
284,WELCH,108987,0.8347,0.1044,0.0054,0.0111,0.019,0.0255
285,ROJAS,108421,0.0412,0.0037,0.0076,0.0012,0.0016,0.9446
286,LUCAS,107690,0.691,0.1851,0.0163,0.0052,0.0219,0.0805
287,MARQUEZ,107533,0.051,0.0054,0.0283,0.0037,0.0046,0.907
288,FIELDS,107522,0.5766,0.3578,0.0039,0.0124,0.0266,0.0228
289,PARK,106696,0.2334,0.0079,0.7298,0.0016,0.0174,0.01
290,YANG,106033,0.0103,0.002,0.9681,0.0002,0.015,0.0045
291,LITTLE,105936,0.7011,0.2426,0.0044,0.0126,0.0193,0.0201
292,BANKS,105833,0.3927,0.5451,0.0036,0.0043,0.0298,0.0245
293,PADILLA,105365,0.0615,0.004,0.021,0.0079,0.0041,0.9016
294,DAY,105091,0.8308,0.1044,0.0102,0.0108,0.0197,0.024
295,WALSH,105079,0.9448,0.0111,0.0065,0.0023,0.0135,0.022
296,BOWMAN,105007,0.8082,0.1362,0.0048,0.008,0.0205,0.0223
297,SCHULTZ,104888,0.9481,0.007,0.0059,0.0041,0.0128,0.0222
298,LUNA,104518,0.0815,0.004,0.0184,0.0041,0.0041,0.8878
299,FOWLER,104515,0.8141,0.1289,0.0048,0.0096,0.021,0.0216
300,MEJIA,104057,0.0337,0.0045,0.0133,0.0014,0.002,0.9451
301,DAVIDSON,103930,0.8438,0.1008,0.0065,0.0065,0.0188,0.0235
302,ACOSTA,103418,0.0696,0.0062,0.0226,0.0026,0.0043,0.8948
303,BREWER,103318,0.813,0.1264,0.0042,0.0135,0.0209,0.0219
304,MAY,103306,0.8355,0.0957,0.0122,0.0073,0.0189,0.0304
305,HOLLAND,102538,0.7677,0.1767,0.0046,0.0057,0.0216,0.0237
306,JUAREZ,101949,0.0342,0.0022,0.0039,0.0016,0.0015,0.9566
307,NEWMAN,101931,0.8303,0.1108,0.0061,0.0069,0.0199,0.026
308,PEARSON,101836,0.7214,0.2251,0.0056,0.0041,0.0214,0.0224
309,CURTIS,101801,0.779,0.1584,0.0053,0.0103,0.0213,0.0257
310,CORTEZ,101694,0.06,0.007,0.0292,0.0029,0.0044,0.8965
311,DOUGLAS,101458,0.5862,0.3467,0.0052,0.007,0.0269,0.028
312,SCHNEIDER,101290,0.9535,0.0043,0.0059,0.0027,0.012,0.0216
313,JOSEPH,100959,0.2959,0.5419,0.0976,0.0099,0.0249,0.0298
314,BARRETT,100104,0.807,0.134,0.0067,0.0062,0.0196,0.0265
315,NAVARRO,99807,0.0666,0.0038,0.0404,0.0023,0.0055,0.8814
316,FIGUEROA,98468,0.0493,0.0084,0.01,0.0015,0.0026,0.9282
317,KELLER,98268,0.914,0.0386,0.0057,0.0046,0.0145,0.0226
318,AVILA,97314,0.0702,0.0043,0.0111,0.0023,0.0026,0.9096
319,WADE,97040,0.6494,0.2908,0.0047,0.0074,0.0244,0.0234
320,MOLINA,96979,0.0582,0.0051,0.0228,0.0064,0.0042,0.9032
321,STANLEY,96867,0.7879,0.151,0.0074,0.0116,0.0195,0.0227
322,HOPKINS,96810,0.7356,0.2066,0.0048,0.0092,0.0225,0.0214
323,CAMPOS,96111,0.0711,0.0039,0.0138,0.0021,0.0039,0.9052
324,BARNETT,95681,0.7644,0.1747,0.0043,0.009,0.022,0.0256
325,BATES,95622,0.7535,0.189,0.0055,0.0076,0.0203,0.0241
326,CHAMBERS,94988,0.657,0.285,0.0045,0.0058,0.0229,0.0247
327,CALDWELL,93944,0.6805,0.2618,0.0042,0.0074,0.0232,0.0229
328,BECK,93786,0.9027,0.0453,0.0074,0.0063,0.0166,0.0217
329,LAMBERT,93678,0.8366,0.0988,0.0059,0.013,0.0177,0.0279
330,MIRANDA,93628,0.1232,0.0134,0.0421,0.0042,0.0075,0.8097
331,BYRD,92904,0.5901,0.3459,0.0036,0.013,0.0264,0.0211
332,CRAIG,92507,0.7903,0.1515,0.0061,0.0078,0.0206,0.0237
333,AYALA,92463,0.0437,0.0054,0.0047,0.002,0.0018,0.9425
334,LOWE,92260,0.7304,0.1935,0.0168,0.0096,0.0241,0.0256
335,FRAZIER,92152,0.561,0.3736,0.004,0.0136,0.0251,0.0227
336,POWERS,91970,0.896,0.0515,0.0065,0.0055,0.0165,0.0239
337,NEAL,91694,0.621,0.3184,0.006,0.0068,0.0261,0.0216
338,LEONARD,91475,0.8038,0.1407,0.0059,0.0077,0.0177,0.0242
339,GREGORY,91384,0.7864,0.1556,0.0057,0.0075,0.0199,0.0249
340,CARRILLO,91129,0.0513,0.0024,0.0068,0.0036,0.0024,0.9333
341,SUTTON,90964,0.7277,0.217,0.0048,0.0068,0.0224,0.0213
342,FLEMING,90677,0.7171,0.2276,0.0062,0.0052,0.0221,0.0219
343,RHODES,90670,0.7476,0.2004,0.0048,0.0062,0.0192,0.0217
344,SHELTON,90517,0.7349,0.2064,0.0047,0.0067,0.025,0.0223
345,SCHWARTZ,90071,0.9593,0.0044,0.0057,0.0021,0.0096,0.0189
